member,generation,proxy_metric,reference_metric,proxy_raw_delta,reference_raw_delta,raw_sign_disagrees,proxy_ema_delta,reference_ema_delta,proxy_signal,reference_signal,direction_disagrees,proxy_paired_action,reference_paired_action,paired_action_disagrees,actual_shadow_state,actual_shadow_action
fixed_lr_12e-6,84,0.3660431166342755,0.394918373640406,0.0002946037317569372,0.002703449646593581,False,0.0001518352812533985,0.0012596144492951211,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_12e-6,89,0.3674945676899984,0.3975953167282478,0.0014514510557228633,0.002676943087841832,False,0.0008016431684881864,0.001968278768568532,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_12e-6,94,0.3669616412870165,0.3946382763752258,-0.0005329264029818592,-0.0029570403530220224,False,0.00013435838275310807,-0.0004943807922267451,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,4,0.402336599646289,0.4181006266966127,-0.04249707862078833,-0.03860419108774432,False,-0.021248539310394166,-0.01930209554387219,UP,UP,False,KEEP,KEEP,False,improving,lr_mul_1_05
fixed_lr_14e-6,9,0.39097499907477956,0.4083767279221883,-0.011361600571509423,-0.009723898774424367,False,-0.016305069940951822,-0.014512997159148222,UP,UP,False,UP,UP,False,flat,keep
fixed_lr_14e-6,14,0.38653413821504806,0.40761234939470953,-0.004440860859731499,-0.0007643785274787929,False,-0.010372965400341605,-0.007638687843313563,UP,UP,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,19,0.3792831174498875,0.4060444069016909,-0.007251020765160543,-0.0015679424930186148,False,-0.008811993082751102,-0.004603315168166033,UP,UP,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,24,0.37226230434780433,0.4034661131027326,-0.00702081310208319,-0.0025782937989582977,False,-0.007916403092417146,-0.0035908044835621933,UP,FLAT,True,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,29,0.3699772460917612,0.3997250270493891,-0.0022850582560431376,-0.003741086053343501,False,-0.0051007306742301695,-0.003665945268452875,UP,FLAT,True,UP,KEEP,True,flat,keep
fixed_lr_14e-6,34,0.3715461708254064,0.397032825650942,0.0015689247336452272,-0.002692201398447114,True,-0.0017659029702924434,-0.0031790733334499666,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,39,0.3675919752394499,0.3939056103744152,-0.003954195585956499,-0.003127215276526818,False,-0.0028600492781244435,-0.00315314430498842,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,44,0.3689279131382913,0.3935333815044053,0.0013359378988413995,-0.0003722288700098719,True,-0.0007620556896415498,-0.0017626865874991182,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,49,0.3682207642060137,0.3953697273427167,-0.0007071489322776348,0.0018363458383113818,True,-0.00073460231095962,3.682962540613177e-05,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,54,0.3675800136415309,0.39414864188806814,-0.0006407505644827616,-0.0012210854546485517,False,-0.000687676437721163,-0.00059212791462121,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,59,0.3674099860680603,0.39206975619082907,-0.00017002757347062136,-0.0020788856972390746,False,-0.0004288520055958922,-0.0013355068059301423,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,64,0.36631591164700567,0.392877902001519,-0.001094074421054636,0.000808145810689942,True,-0.0007614632133252641,-0.00026368049762010015,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,69,0.3662376998313049,0.3937467967108948,-7.82118157007794e-05,0.0008688947093757893,True,-0.00041983751451302176,0.0003026071058778168,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,74,0.36444585677074626,0.39405290757832784,-0.0017918430605586289,0.0003061108674330404,True,-0.001105840287535853,0.0003043589866554841,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,79,0.36683860056701895,0.3945939087714552,0.0023927437962726894,0.0005410011931273884,False,0.0006434517543684182,0.00042268008989143624,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,84,0.36703978843028584,0.3972388311404974,0.00020118786326689397,0.0026449223690421797,False,0.00042231980881768383,0.0015338012294667802,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,89,0.36702463541082336,0.3960651695534218,-1.5153019462477157e-05,-0.0011736615870756029,False,0.0002035833946776311,0.00018006982119556092,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
fixed_lr_14e-6,94,0.36559965119678206,0.39660936149868387,-0.0014249842140413027,0.0005441919452620625,True,-0.0006107004096818636,0.00036213088322883946,FLAT,FLAT,False,KEEP,KEEP,False,flat,keep
